zipcode,average_agi,n_returns
05906,38376,510
20105,129604,10660
20106,76836,2340
20109,47975,19200
20110,61283,22180
20111,63160,17260
20112,102721,12800
20115,103392,2690
20117,195931,800
20118,218505,900
20119,73394,1920
20120,95385,19900
20121,70953,13900
20124,170431,6990
20129,188020,290
20130,83950,140
20132,127961,7090
20135,97054,1350
20136,99281,13080
20137,110084,950
20139,87600,120
20141,121854,3040
20143,121758,580
20144,147871,460
20147,112981,29580
20148,148694,21050
20151,101650,10380
20152,126722,14200
20155,105577,16060
20158,134298,1960
20164,58891,20360
20165,115827,15910
20166,78352,6070
20169,130526,11310
20170,87140,20680
20171,124811,23300
20175,130759,14250
20176,122912,22360
20180,111330,3520
20181,104327,4220
20184,212919,210
20186,91576,6980
20187,108277,8120
20190,120572,10050
20191,109036,14690
20194,152467,6750
20197,192232,1000
20198,147405,960
22003,83185,27310
22015,96972,20680
22025,88149,8690
22026,61595,8280
22027,189129,1030
22030,103330,25460
22031,95326,16540
22032,105440,14020
22033,104881,18960
22039,190700,8810
22041,67688,13110
22042,80272,17020
22043,112097,12000
22044,85837,6290
22046,140664,8480
22060,70707,3410
22066,318635,8210
22079,90038,15910
22101,356802,13670
22102,280256,13000
22124,205171,8570
22125,110424,570
22134,42980,2230
22150,66897,14460
22151,79251,8640
22152,94102,14090
22153,101317,15090
22172,60557,4610
22180,136814,12440
22181,170161,6850
22182,209512,12160
22191,58447,34020
22192,79970,27750
22193,63194,38230
22201,121491,22430
22202,104875,13710
22203,95838,13270
22204,69386,27310
22205,153769,8400
22206,88458,12140
22207,233420,15000
22209,125730,7920
22211,39246,500
22213,176355,1720
22301,155718,7270
22302,128124,9550
22303,72285,9050
22304,78855,25810
22305,84436,8640
22306,62641,15720
22307,150730,5460
22308,183674,5950
22309,79896,16370
22310,93530,14820
22311,63873,9750
22312,71441,15600
22314,150006,19400
22315,101710,13920
22401,65298,11680
22405,75317,14740
22406,77833,11630
22407,66614,27450
22408,67306,14000
22427,54107,1520
22432,49978,370
22435,48447,1090
22436,46178,370
22437,45861,310
22438,52165,200
22443,56314,3900
22448,71002,780
22454,50765,790
22460,40988,750
22469,43678,920
22473,59492,2100
22476,40000,140
22480,104748,620
22482,65181,1540
22485,71961,10650
22488,47928,690
22503,57181,1660
22504,43766,120
22508,69170,6520
22511,56585,670
22514,50477,1120
22520,52919,2480
22534,55043,1320
22535,68171,320
22538,42506,160
22539,74475,1020
22542,54148,920
22546,53290,7880
22551,75344,8980
22553,79596,7330
22554,82032,25370
22556,79200,12550
22560,52030,3220
22567,54852,1380
22572,47599,2590
22576,61226,710
22578,84434,1170
22579,82056,230
22580,50909,2270
22601,59180,13430
22602,68788,13950
22603,65193,7150
22610,65546,950
22611,79939,4350
22620,86944,1090
22623,47489,290
22624,68203,1300
22625,68124,1760
22627,83235,420
22630,58370,15090
22637,56009,1080
22639,133143,320
22640,96560,150
22641,54423,130
22642,68153,2260
22643,116789,190
22644,56753,1070
22645,65202,1910
22646,154888,180
22650,50773,450
22652,58896,640
22654,59992,400
22655,61658,10130
22656,74160,1970
22657,52703,5440
22660,49660,850
22663,69706,770
22664,52582,4380
22701,59077,15690
22709,56156,460
22712,59044,4590
22713,73159,620
22714,69063,470
22715,54692,560
22716,66100,390
22718,54825,320
22719,55213,150
22720,73672,430
22724,85226,1150
22726,58694,360
22727,61689,2510
22728,70509,1530
22731,51510,100
22732,60750,140
22733,63527,620
22734,56795,1510
22735,60390,940
22736,59861,260
22737,65713,1520
22738,54400,460
22740,86217,570
22741,58727,110
22742,66651,860
22747,92146,620
22749,103693,150
22801,59687,14600
22802,46208,12150
22810,75930,490
22811,41752,230
22812,60147,3850
22815,51484,4170
22821,54754,2570
22824,52116,2920
22827,47652,4910
22830,44018,760
22831,46646,390
22832,59581,540
22834,56232,620
22835,49574,5320
22840,65458,2210
22841,70686,1360
22842,48201,2370
22843,48251,1060
22844,53847,2020
22846,80195,960
22847,50056,460
22849,43081,2250
22850,51355,430
22851,41850,2540
22853,43997,2160
22901,99779,17350
22902,88636,11150
22903,111325,15180
22904,17054,110
22911,97766,8640
22920,79990,1910
22922,44016,840
22923,67492,2720
22931,56363,190
22932,103291,4020
22935,52013,450
22936,127032,2660
22937,45219,620
22938,52404,660
22939,65248,2770
22940,170903,610
22942,61960,4100
22943,85384,250
22946,48908,120
22947,148409,2430
22948,65263,110
22949,53019,670
22952,52634,970
22958,97825,1040
22959,74473,830
22960,52285,4870
22963,64697,7610
22964,50100,140
22967,59377,970
22968,61396,4770
22969,48728,590
22971,45244,770
22972,105143,230
22973,57019,2830
22974,65384,2120
22976,44275,120
22980,50580,15810
23002,53388,4980
23004,35056,410
23005,75101,8080
23009,58050,3330
23011,79133,510
23015,67539,2110
23022,36094,360
23023,45925,160
23024,64188,3890
23025,71300,120
23027,47135,640
23030,55157,2420
23032,44807,130
23035,60074,660
23038,49883,840
23039,131436,520
23040,41163,2040
23043,63310,830
23047,71248,1120
23050,54036,380
23055,53593,480
23056,57811,170
23059,121729,16120
23060,75960,18200
23061,60046,9540
23062,58376,1400
23063,65419,2310
23065,59043,760
23066,58822,180
23068,70280,150
23069,69977,1540
23070,70947,210
23071,71954,750
23072,56452,5210
23075,35742,4970
23076,54143,320
23079,47171,140
23083,50096,870
23084,58462,830
23085,46157,190
23086,56438,1460
23089,67234,2460
23091,40300,140
23092,65230,260
23093,54000,6100
23102,91213,1320
23103,206885,2920
23106,54871,560
23109,63908,1020
23110,61422,310
23111,66907,18540
23112,77194,24770
23113,149140,12530
23114,86104,9390
23115,48194,190
23116,92757,14890
23117,67332,4570
23119,64121,140
23120,116450,4770
23123,40423,770
23124,72841,1960
23126,40339,230
23128,61719,560
23129,109359,220
23138,65527,440
23139,75624,12290
23140,72697,2860
23141,121131,4060
23146,92743,1570
23148,44363,790
23149,47229,1280
23150,50789,6330
23153,80379,740
23156,49467,800
23168,75919,3810
23169,49729,580
23175,65478,970
23176,55706,290
23177,53609,320
23180,43335,140
23181,57891,2710
23185,89731,21610
23187,60639,430
23188,80874,21600
23192,83344,3370
23219,125063,2330
23220,60860,14560
23221,141060,8290
23222,32672,11820
23223,38933,24130
23224,29205,16310
23225,51867,19450
23226,162254,8480
23227,57950,12640
23228,43555,17980
23229,116582,16150
23230,59468,4060
23231,48925,17990
23233,102993,14870
23234,39008,20340
23235,69954,16580
23236,65646,13700
23237,45918,10830
23238,106702,12810
23294,47721,8810
23301,41601,840
23303,45262,430
23306,53588,520
23307,32008,230
23308,37473,690
23310,61427,1580
23314,75537,4160
23315,55536,710
23316,33361,600
23320,60559,28430
23321,64722,16700
23322,83820,28510
23323,57810,17740
23324,32763,10420
23325,46748,8480
23336,53242,1630
23337,49294,190
23347,54979,530
23350,40952,1390
23354,69878,230
23356,57717,680
23357,31118,320
23359,36595,220
23395,29508,350
23398,48791,120
23401,32280,150
23405,61653,450
23407,29302,350
23410,43830,920
23413,38600,470
23414,32247,170
23415,42987,720
23416,31150,260
23417,58922,1720
23418,43321,700
23420,36023,920
23421,38159,1820
23422,44291,230
23423,45342,140
23430,71674,8230
23432,95668,730
23433,129240,620
23434,53303,21760
23435,78255,13650
23436,114371,450
23437,55264,1980
23438,55589,820
23440,40800,170
23441,25451,330
23442,37616,480
23451,116448,22250
23452,63477,28450
23453,49745,16440
23454,78440,28350
23455,74167,23700
23456,80688,26530
23457,81554,2230
23459,24105,360
23460,20632,560
23461,21760,150
23462,46736,31210
23464,57560,35570
23480,44000,200
23487,55201,2900
23502,40645,9770
23503,44427,13850
23504,29832,8560
23505,58770,12060
23507,98645,3010
23508,69946,6550
23509,49320,6170
23510,79338,3570
23511,29511,1450
23513,34229,13800
23517,59255,2560
23518,53449,14370
23523,25485,3090
23601,51661,12220
23602,51698,19850
23603,45766,1650
23604,34639,1500
23605,32903,6650
23606,64847,13130
23607,27861,9110
23608,42666,20450
23651,78953,280
23661,42601,6270
23662,84599,5900
23663,36721,6050
23664,62116,4750
23665,45003,1980
23666,46580,25300
23669,49984,18030
23690,52440,1550
23691,27858,120
23692,78979,9430
23693,87455,10900
23696,83370,1830
23701,41758,11480
23702,32727,4940
23703,52677,12690
23704,35136,7770
23707,41313,6490
23708,24552,170
23801,42811,2020
23803,37520,17760
23805,46472,9690
23821,39961,670
23824,43506,3040
23827,39335,590
23828,44277,180
23829,50058,560
23830,64829,750
23831,60393,17290
23832,65955,17570
23833,60889,970
23834,50959,12600
23836,79486,6380
23837,56286,1880
23838,97874,7920
23839,42731,410
23840,48838,800
23841,51526,1710
23842,63313,3280
23843,47173,260
23844,43507,260
23845,52645,220
23846,52639,380
23847,38119,5520
23850,46241,510
23851,44907,5980
23856,38174,470
23857,51425,310
23860,42594,12700
23866,54997,980
23867,40553,1020
23868,37666,2060
23872,48407,1040
23874,48784,460
23875,54011,5680
23876,53731,190
23878,50236,570
23879,42206,330
23881,53819,780
23882,44870,1060
23883,52096,1210
23885,62499,1350
23887,55950,200
23888,45013,1050
23889,39319,260
23890,42602,1780
23893,34185,200
23894,54003,280
23897,46841,240
23898,58722,1020
23899,47307,140
23901,48452,5690
23915,40444,360
23917,50564,1200
23919,57887,1100
23920,37870,1340
23921,48407,850
23922,44832,900
23923,41816,950
23924,37945,2380
23927,58802,1900
23930,44285,2340
23934,41466,270
23936,45858,2510
23937,39814,700
23938,34826,260
23942,41247,480
23944,42973,1730
23947,42960,1780
23950,34982,1500
23952,59740,100
23954,36361,840
23958,42536,1300
23959,41140,470
23960,39505,800
23962,40184,250
23963,45828,210
23964,36975,480
23966,43790,990
23967,34921,410
23968,37046,390
23970,46096,3580
23974,41776,1590
24011,71748,430
24012,41575,13540
24013,26628,2900
24014,93830,7990
24015,56252,7770
24016,32620,3930
24017,29966,10320
24018,86958,19130
24019,56448,13490
24053,38790,900
24054,37357,2620
24055,36918,4840
24058,45100,160
24059,79734,440
24060,71407,15180
24064,61508,2340
24065,56048,2860
24066,60042,2210
24067,47343,960
24069,38812,790
24070,56405,700
24072,47224,570
24073,53673,13930
24076,41467,370
24077,55277,530
24078,40173,3060
24079,46722,740
24082,42400,190
24083,91120,1880
24084,48455,4730
24085,53156,910
24086,49940,100
24087,42822,1580
24088,41070,1600
24089,34024,1110
24090,71361,2090
24091,49394,3350
24092,44694,1270
24095,53486,2020
24101,59135,2910
24102,39380,620
24104,65731,1600
24105,41757,190
24112,42688,12830
24120,44045,770
24121,75239,4980
24122,47805,760
24124,42626,1820
24127,47497,1790
24128,58592,830
24132,34784,190
24133,39273,1030
24134,48320,2490
24136,46577,1480
24137,66521,1060
24138,45837,690
24139,41030,260
24141,52122,7850
24147,42515,390
24148,42628,3280
24149,61822,1580
24150,40934,290
24151,45566,8350
24153,62235,17160
24161,41557,140
24162,48055,920
24165,42076,720
24167,42685,140
24168,39977,310
24171,46216,3250
24174,44621,1050
24175,66215,3780
24176,76513,650
24179,49716,8840
24184,54858,2120
24185,40225,390
24201,38956,6400
24202,57599,5260
24210,52257,6510
24211,68530,4070
24216,30993,820
24219,44439,3480
24220,37679,240
24221,33330,260
24224,40542,1930
24225,37221,550
24226,36582,450
24228,42179,2300
24230,38715,2880
24236,39755,1170
24237,33087,310
24239,40208,120
24243,37897,770
24244,39465,1780
24245,37745,350
24246,36758,170
24248,38735,820
24250,35317,410
24251,45024,3430
24256,38918,960
24258,43785,550
24260,38592,1840
24263,43534,2180
24265,34942,210
24266,49175,3660
24270,38380,200
24271,39928,940
24272,38457,140
24273,40314,2210
24277,37196,1680
24279,40120,1490
24280,61737,430
24281,37078,750
24282,20944,180
24283,40364,930
24290,39482,630
24292,43480,150
24293,49770,3830
24301,42515,5710
24311,34818,770
24312,38277,900
24313,38012,400
24314,47403,560
24315,50617,1270
24317,38627,1280
24318,46804,230
24319,42352,2900
24323,40796,290
24324,53330,940
24325,41097,400
24326,45693,430
24328,48714,820
24330,33339,1290
24333,39775,7210
24340,43007,2260
24343,42414,3880
24347,44070,780
24348,40313,1620
24350,34309,510
24351,33934,230
24352,40927,400
24354,42620,5910
24360,42804,2400
24361,43405,1880
24363,38913,510
24366,43812,390
24368,43339,2130
24370,37871,2240
24374,37753,300
24375,37503,600
24377,43790,100
24378,37988,430
24380,48070,1090
24381,41167,1630
24382,48164,6310
24401,52348,16970
24413,43925,120
24416,37915,3680
24421,53211,1720
24422,46731,2530
24426,46714,6320
24430,37279,670
24431,43780,1290
24432,40135,170
24435,59352,870
24437,63081,430
24439,39831,470
24440,45812,1170
24441,48735,2760
24445,47360,1250
24448,41821,190
24450,65128,6640
24457,41215,130
24458,58912,160
24459,59740,350
24460,52232,680
24465,53017,570
24467,63973,1070
24471,60179,690
24472,52581,1020
24473,61348,410
24474,34561,210
24476,56342,190
24477,53097,5190
24479,54854,720
24482,52055,2260
24483,45146,300
24484,54680,360
24485,46052,170
24486,55565,1730
24487,43116,120
24501,32322,10870
24502,46762,18170
24503,96250,9140
24504,39714,4060
24517,44921,2400
24520,44762,1010
24521,50515,4440
24522,48270,4370
24523,47327,8550
24526,55019,630
24527,41985,1340
24528,40669,1360
24529,46155,700
24530,40593,460
24531,49800,3500
24534,41173,650
24536,51550,100
24538,52142,2060
24540,40693,13580
24541,48180,11620
24549,45940,1770
24550,51908,3400
24551,78321,11240
24553,41553,790
24554,43962,1620
24555,43411,920
24556,72411,1480
24557,44076,3150
24558,48675,2830
24562,45921,230
24563,42081,2270
24565,34758,460
24566,43420,590
24569,41600,430
24571,52467,810
24572,45416,7460
24574,52724,1740
24577,39863,1970
24578,55289,480
24579,38521,610
24580,40419,260
24586,45655,2400
24588,47555,4230
24589,43734,890
24590,54279,3580
24592,46459,5640
24593,50273,920
24594,45601,700
24597,40851,490
24598,48610,740
24599,38312,250
24602,30995,240
24603,39432,340
24605,54720,3480
24606,35218,110
24607,43418,110
24609,45867,2460
24612,32240,220
24613,39285,340
24614,49432,2350
24620,35458,720
24622,36585,280
24628,35588,180
24630,42134,2460
24631,39735,400
24634,37931,190
24635,27666,210
24637,55507,1390
24639,35398,1040
24641,47151,1970
24646,36213,220
24649,40997,680
24651,50871,2230
24656,44384,1130
98001,68653,16010
98002,45432,15850
98003,52486,22410
98004,263282,17750
98005,148061,9580
98006,166889,18580
98007,94610,12860
98008,125610,12330
98010,100743,2630
98011,95121,12450
98012,95624,31130
98014,113759,3590
98019,109790,5610
98020,131587,10900
98021,102418,14280
98022,74720,10770
98023,66199,23570
98024,123292,2500
98026,84552,19220
98027,130654,14290
98028,101187,11350
98029,135485,12920
98030,51980,16910
98031,59500,19630
98032,53525,17280
98033,183239,19500
98034,99502,25150
98036,68607,19380
98037,64664,13860
98038,98952,15490
98039,848597,1540
98040,309544,12370
98042,78690,22810
98043,57020,10970
98045,109231,7390
98047,50264,3110
98050,121085,340
98051,99675,1860
98052,141668,31640
98053,173945,9840
98055,62168,11960
98056,84315,17510
98057,61859,7330
98058,74124,21070
98059,101609,18430
98065,139007,6470
98068,78933,210
98070,99738,5420
98072,136301,12290
98074,193622,11950
98075,209204,10010
98077,184928,6170
98087,61706,17670
98092,75615,21250
98101,176421,8440
98102,118088,16440
98103,106256,29390
98104,102302,6860
98105,131559,16930
98106,60576,12920
98107,97985,16520
98108,61219,12160
98109,129194,17030
98110,161782,11830
98112,230137,12350
98115,120717,26740
98116,116997,14900
98117,113880,18170
98118,68344,23680
98119,131263,12910
98121,153442,10410
98122,94604,22390
98125,77233,20980
98126,87112,11410
98133,64696,25060
98134,130446,540
98136,129325,8670
98144,98025,15970
98146,67104,13810
98148,57338,5340
98155,85462,17720
98164,237718,110
98166,95728,11160
98168,48146,17830
98177,150183,10230
98178,59241,12780
98188,49544,13000
98198,62868,18460
98199,161744,11280
98201,56325,13670
98203,67781,17120
98204,45603,19580
98208,70163,26860
98220,47053,320
98221,92088,11350
98223,69408,19960
98225,57473,21050
98226,65833,20710
98229,73135,15300
98230,70849,7800
98232,86553,1980
98233,55860,7560
98235,59316,310
98236,83684,2940
98237,48438,1670
98238,75578,190
98239,75191,3460
98240,63268,1440
98241,48835,960
98243,119500,220
98244,53412,1220
98245,89838,2020
98247,56911,3800
98248,61524,11510
98249,86109,2750
98250,95427,4410
98251,51485,2220
98252,64502,4330
98253,80258,950
98256,50606,150
98257,70896,2130
98258,75078,22180
98260,84168,2960
98261,76284,1270
98262,66420,450
98263,51168,190
98264,68508,9570
98266,39099,1600
98267,38904,220
98270,60494,23210
98271,57705,15120
98272,74333,12840
98273,56942,13930
98274,68891,8190
98275,106993,11070
98276,52368,640
98277,56639,18220
98279,91141,340
98280,124610,280
98281,79926,650
98282,80415,7990
98283,50317,170
98284,55720,11320
98286,83270,100
98288,50907,140
98290,86774,16440
98292,79194,11030
98294,54907,3210
98295,50141,1170
98296,108632,12300
98303,68928,560
98304,44562,400
98305,49750,160
98310,50800,9500
98311,59806,12090
98312,57886,14640
98315,39916,1880
98320,54905,560
98321,74569,7210
98323,56917,350
98325,56314,1030
98326,42454,220
98327,70052,4180
98328,64819,4570
98329,69720,4030
98330,44930,130
98331,48308,2230
98332,112297,7800
98333,147207,1840
98335,110160,13790
98336,45064,370
98337,46287,3330
98338,65413,12510
98339,51093,1820
98340,90462,1260
98342,82013,810
98345,72329,510
98346,76231,4820
98349,64000,1980
98350,25141,120
98351,71387,390
98353,79789,550
98354,65145,4590
98355,54800,200
98356,49048,980
98357,37705,540
98358,78783,420
98359,70498,2550
98360,67436,6500
98361,52114,480
98362,55496,11240
98363,51232,5460
98364,81423,130
98365,89450,2560
98366,58718,16100
98367,68566,12500
98368,67518,8230
98370,77322,14640
98371,70374,11270
98372,72066,11780
98373,63131,12850
98374,70853,18070
98375,62685,13670
98376,68801,910
98377,45685,700
98380,82732,2520
98381,51306,150
98382,62714,14250
98383,70796,11120
98385,65273,570
98387,52577,22310
98388,78459,3290
98390,66782,6100
98391,84866,23450
98392,62920,1530
98394,79045,950
98396,66306,330
98402,66443,2980
98403,80076,4220
98404,40917,15330
98405,45489,10880
98406,72988,10760
98407,87535,10670
98408,44761,9500
98409,42380,12150
98418,44320,4810
98421,67040,100
98422,88131,10080
98424,63277,5410
98433,34387,6950
98438,30473,490
98439,34166,1800
98443,70294,2780
98444,39212,15140
98445,50311,14660
98446,60985,5100
98465,66748,3450
98466,68345,13790
98467,71791,7240
98498,63110,13350
98499,49438,13540
98501,72208,20190
98502,72791,16270
98503,54201,18160
98506,66883,9210
98512,66880,13900
98513,62272,15550
98516,74412,11490
98520,48659,8490
98524,68630,1820
98526,38916,120
98527,39263,110
98528,60824,4850
98530,37956,230
98531,45665,11040
98532,60325,10380
98533,53858,240
98535,33829,240
98537,50154,1020
98538,51347,170
98541,51700,4120
98542,48680,250
98544,46738,130
98546,67952,1310
98547,46715,520
98548,51126,1000
98550,45361,4280
98552,31053,130
98555,59538,260
98557,53415,1500
98558,62639,780
98560,44081,110
98563,60791,3590
98564,52204,1050
98565,59592,690
98568,47160,1130
98569,52311,3010
98570,51956,1700
98571,53243,230
98572,42655,360
98576,56298,2360
98577,50278,2480
98579,55569,5790
98580,63167,4430
98581,36100,150
98582,56100,340
98583,44418,110
98584,51446,15440
98585,56729,340
98586,48498,880
98587,31930,330
98588,55030,690
98589,59906,3510
98590,46658,170
98591,54854,1820
98592,68579,1030
98593,42760,460
98595,48346,1280
98596,50753,2620
98597,53082,10660
98601,63328,1470
98603,65564,370
98604,74098,16600
98605,54001,750
98606,99132,4490
98607,114962,13800
98610,60925,1280
98611,59012,4380
98612,60242,1260
98613,51983,180
98614,85841,310
98616,62758,120
98617,54052,500
98619,53000,180
98620,49874,3030
98624,53352,630
98625,70929,3210
98626,51516,10580
98628,37335,170
98629,76269,3990
98631,50726,1690
98632,53864,21360
98635,61905,770
98638,52867,680
98639,52751,450
98640,49674,2030
98642,97417,9100
98643,52335,170
98644,48560,400
98645,64312,580
98647,45760,150
98648,66175,1400
98649,60133,510
98650,71524,490
98651,99873,420
98660,69769,5430
98661,63577,20770
98662,55276,15910
98663,55769,6870
98664,76368,11140
98665,69225,13030
98671,79977,10680
98672,89362,3100
98673,39600,140
98674,64013,6080
98675,71413,2460
98682,58341,27770
98683,77453,15740
98684,62518,14220
98685,90827,13410
98686,77664,9070
98801,60600,19230
98802,58448,14070
98812,44435,2450
98813,26251,2000
98814,42383,240
98815,58458,3270
98816,67386,3670
98817,41663,220
98819,42827,110
98821,46831,440
98822,52417,940
98823,55625,4920
98824,35465,230
98826,72985,3620
98827,46025,120
98828,56373,1100
98829,37580,350
98830,48557,210
98831,56128,1680
98832,27478,230
98836,47200,470
98837,54172,18300
98840,47238,1900
98841,42148,3990
98843,59348,790
98844,43793,1760
98846,50998,550
98847,51672,960
98848,49443,5700
98849,42440,450
98850,40975,810
98851,44531,1640
98855,42960,2350
98856,52106,1210
98857,52398,1680
98858,51554,720
98860,38950,120
98862,73145,1320
98901,43182,12170
98902,40489,19150
98903,54068,7060
98908,75195,17250
98921,26697,390
98922,82841,2900
98923,45201,720
98925,61112,330
98926,56520,12990
98930,41624,6200
98932,34978,2140
98933,43215,590
98934,48212,560
98935,37798,1700
98936,57639,2780
98937,66872,1960
98938,44957,800
98939,32081,160
98940,72512,310
98941,60229,550
98942,68768,8100
98943,53546,430
98944,37718,9400
98946,56126,230
98947,49332,1280
98948,34960,5530
98951,36784,5280
98952,34175,720
98953,54519,2920
99001,39792,2380
99003,63700,2350
99004,50639,7950
99005,102949,4320
99006,56121,5470
99008,47942,260
99009,50903,1640
99011,38855,940
99012,55876,420
99013,40373,420
99016,72043,7040
99018,41408,120
99019,105163,5370
99021,68438,4420
99022,55362,3910
99023,82719,260
99025,69321,2490
99026,70492,4380
99027,63616,3030
99029,50608,750
99030,57820,500
99031,76740,610
99032,44327,290
99033,46178,370
99034,44383,120
99036,86022,790
99037,64457,7610
99040,37217,400
99101,42985,560
99102,45264,280
99103,57609,220
99109,51910,2160
99110,48851,660
99111,56694,1860
99113,62312,390
99114,52711,5170
99115,51185,480
99116,53562,580
99117,47565,200
99118,43913,300
99119,53930,420
99122,57725,1580
99123,61687,480
99124,45813,150
99125,47628,210
99126,48132,310
99128,58284,130
99129,38352,190
99130,53450,360
99133,56222,680
99134,54112,250
99135,52381,110
99137,41133,150
99138,41808,450
99139,59932,500
99140,34935,140
99141,51289,2300
99143,45657,280
99148,54639,980
99150,52218,160
99153,59652,190
99155,32576,500
99156,86384,3380
99157,50383,300
99158,51529,270
99159,56988,540
99161,59258,700
99163,56104,10800
99166,53945,1180
99167,42196,270
99169,54643,1160
99170,49956,480
99171,49939,460
99173,40677,630
99179,60242,210
99180,45680,500
99181,45988,720
99185,61998,610
99201,54220,5630
99202,42480,7280
99203,90140,10240
99204,49693,3370
99205,42555,20060
99206,56070,16730
99207,33154,12890
99208,64670,24180
99212,52400,9430
99216,44426,11960
99217,53010,8000
99218,61627,6280
99223,82495,15270
99224,76080,9740
99301,53349,32280
99320,59315,4120
99321,29462,450
99322,56141,120
99323,59674,1670
99324,48693,4110
99326,50407,1390
99328,52498,1540
99329,56730,130
99330,50393,650
99335,51740,100
99336,46709,21880
99337,64245,13830
99338,99967,7050
99341,42476,340
99343,54724,1070
99344,44815,7310
99345,48111,170
99346,44426,190
99347,52300,930
99348,48115,530
99349,40429,3120
99350,58458,5470
99352,87718,15720
99353,80805,7370
99354,68783,10530
99356,41141,120
99357,41236,2110
99360,60480,660
99361,55144,780
99362,67309,17450
99371,49100,110
99401,55641,120
99402,98834,820
99403,56327,8820
24701,40759,7770
24712,47975,770
24715,32350,180
24716,34015,190
24726,41942,140
24731,37956,160
24733,35108,360
24736,29752,230
24737,28260,230
24740,43174,6810
24747,36354,860
24801,39941,1210
24808,36942,140
24815,27350,100
24817,33486,150
24818,35419,310
24822,38695,220
24823,35640,100
24827,36244,340
24828,30152,210
24836,33672,180
24839,36066,300
24844,38564,540
24850,32583,240
24851,37384,130
24853,31308,240
24857,37654,110
24860,39812,160
24868,31923,380
24870,41492,1250
24872,33452,210
24873,36213,150
24874,50446,1100
24879,29369,130
24880,35650,100
24881,39671,140
24882,29214,140
24892,30076,380
24901,60382,4260
24910,40279,1530
24915,40305,180
24916,39050,160
24918,39507,570
24920,31006,160
24924,35333,210
24925,52861,470
24927,34987,160
24931,44195,670
24934,35939,230
24935,39863,190
24938,48568,690
24941,36887,400
24944,43892,270
24945,49515,200
24946,38436,520
24951,42263,610
24954,40405,1400
24957,54373,230
24963,44062,1550
24966,36271,520
24970,38842,1800
24976,40986,460
24977,44882,170
24981,37856,320
24983,42256,970
24986,42638,2200
24991,40341,170
25003,49901,990
25005,58100,110
25007,41055,180
25009,38951,390
25011,39013,230
25015,45284,1720
25019,31605,180
25024,35715,190
25030,39081,160
25031,37155,270
25033,49085,920
25035,35155,450
25036,36194,190
25039,37191,460
25040,46641,240
25043,42705,570
25044,35700,110
25045,44932,1890
25049,40214,270
25053,43400,1490
25054,37825,160
25059,42160,230
25060,38361,130
25061,35460,200
25063,39452,500
25064,40387,4330
25067,39881,430
25070,52610,870
25071,55144,4490
25075,30760,230
25081,46459,440
25082,57040,810
25083,34060,200
25085,39232,340
25086,42521,330
25103,37746,130
25106,40188,260
25107,38978,230
25108,38800,230
25109,42266,180
25110,36094,180
25111,33194,180
25112,41463,110
25113,37332,280
25114,26484,130
25118,37557,190
25119,29716,180
25121,37872,250
25123,43292,1250
25124,51994,510
25125,37662,270
25130,49728,1400
25132,31963,110
25133,42047,210
25134,31066,120
25136,37894,590
25139,47968,220
25140,36616,250
25142,34783,120
25143,42522,3970
25148,38700,110
25154,48075,280
25156,61684,260
25159,48659,2270
25161,32338,180
25162,44423,260
25164,37815,390
25165,45295,220
25168,51588,1180
25169,35000,130
25173,39020,150
25174,43776,130
25177,43447,10870
25181,38813,520
25186,35426,380
25187,44300,260
25193,49108,120
25201,38946,130
25202,47968,630
25203,45263,110
25205,35175,120
25206,35447,210
25208,35466,300
25209,40325,360
25213,73356,2730
25214,36054,240
25234,43411,360
25235,43696,300
25239,41892,690
25241,54413,750
25243,37956,370
25244,37656,250
25245,54009,440
25247,35085,210
25248,50754,1240
25251,47220,150
25252,40852,400
25253,47430,760
25259,46265,260
25260,43495,660
25261,43084,130
25262,48836,410
25264,54428,140
25265,48496,600
25266,38481,270
25267,39420,290
25268,39985,210
25270,37923,340
25271,51558,3870
25275,43612,890
25276,41590,2740
25285,41908,250
25286,42866,500
25287,46777,270
25301,59296,1210
25302,46838,6830
25303,54611,3680
25304,94590,3750
25306,41994,2920
25309,62308,5670
25311,58031,4200
25312,48916,3730
25313,53616,5750
25314,108335,6970
25315,35334,1240
25320,48091,2200
25401,39949,6420
25403,69547,6350
25404,45471,9880
25405,50775,6100
25411,45804,5790
25413,51165,3970
25414,72119,8360
25419,56281,5350
25420,52566,1930
25422,46052,650
25425,68008,5850
25427,54177,7070
25428,51503,5760
25430,58447,3740
25431,36530,130
25434,44811,890
25437,42605,190
25438,48688,3320
25442,70431,900
25443,83022,3380
25444,51247,360
25446,63263,630
25501,36320,430
25502,44202,460
25503,37396,300
25504,65628,5500
25505,30854,110
25506,36270,1470
25507,43189,580
25508,48303,2970
25510,52897,2240
25511,35043,300
25512,31900,340
25514,38651,1300
25515,42517,800
25517,34480,550
25520,38562,510
25521,44051,350
25523,48130,990
25524,38955,1080
25526,69246,9800
25529,39545,310
25530,46371,2350
25535,57936,1090
25537,44225,940
25540,31130,130
25541,52641,4200
25545,62786,2030
25547,44110,370
25550,48400,3480
25555,48138,840
25557,31777,440
25559,47511,880
25560,75947,4180
25564,44336,490
25565,34780,210
25567,45987,310
25570,41661,2190
25571,41540,950
25573,42353,300
25601,45743,1980
25606,33666,300
25607,38407,270
25608,32400,190
25611,35146,150
25617,43562,290
25621,40590,820
25624,29371,140
25625,46300,480
25628,34000,110
25630,33955,200
