zipcode,n_business,n_d1,n_d2,n_d3,n_d4,n_review,n_s1,n_s1plus,n_s2,n_s2plus,n_s3,n_s3plus,n_s4,n_s4plus,n_s5,n_d1_bagels,n_d2_bagels,n_d3_bagels,n_d4_bagels,n_d1_gourmet,n_d2_gourmet,n_d3_gourmet,n_d4_gourmet,n_d1_french,n_d2_french,n_d3_french,n_d4_french,n_d1_breweries,n_d2_breweries,n_d3_breweries,n_d4_breweries,n_d1_steak,n_d2_steak,n_d3_steak,n_d4_steak,n_d1_grocery,n_d2_grocery,n_d3_grocery,n_d4_grocery,n_d1_wine_bars,n_d2_wine_bars,n_d3_wine_bars,n_d4_wine_bars,n_d1_burgers,n_d2_burgers,n_d3_burgers,n_d4_burgers,n_d1_sushi,n_d2_sushi,n_d3_sushi,n_d4_sushi,n_d1_coffee,n_d2_coffee,n_d3_coffee,n_d4_coffee,n_s1_bagels,n_s1plus_bagels,n_s2_bagels,n_s2plus_bagels,n_s3_bagels,n_s3plus_bagels,n_s4_bagels,n_s4plus_bagels,n_s5_bagels,n_s1_gourmet,n_s1plus_gourmet,n_s2_gourmet,n_s2plus_gourmet,n_s3_gourmet,n_s3plus_gourmet,n_s4_gourmet,n_s4plus_gourmet,n_s5_gourmet,n_s1_french,n_s1plus_french,n_s2_french,n_s2plus_french,n_s3_french,n_s3plus_french,n_s4_french,n_s4plus_french,n_s5_french,n_s1_breweries,n_s1plus_breweries,n_s2_breweries,n_s2plus_breweries,n_s3_breweries,n_s3plus_breweries,n_s4_breweries,n_s4plus_breweries,n_s5_breweries,n_s1_steak,n_s1plus_steak,n_s2_steak,n_s2plus_steak,n_s3_steak,n_s3plus_steak,n_s4_steak,n_s4plus_steak,n_s5_steak,n_s1_grocery,n_s1plus_grocery,n_s2_grocery,n_s2plus_grocery,n_s3_grocery,n_s3plus_grocery,n_s4_grocery,n_s4plus_grocery,n_s5_grocery,n_s1_wine_bars,n_s1plus_wine_bars,n_s2_wine_bars,n_s2plus_wine_bars,n_s3_wine_bars,n_s3plus_wine_bars,n_s4_wine_bars,n_s4plus_wine_bars,n_s5_wine_bars,n_s1_burgers,n_s1plus_burgers,n_s2_burgers,n_s2plus_burgers,n_s3_burgers,n_s3plus_burgers,n_s4_burgers,n_s4plus_burgers,n_s5_burgers,n_s1_sushi,n_s1plus_sushi,n_s2_sushi,n_s2plus_sushi,n_s3_sushi,n_s3plus_sushi,n_s4_sushi,n_s4plus_sushi,n_s5_sushi,n_s1_coffee,n_s1plus_coffee,n_s2_coffee,n_s2plus_coffee,n_s3_coffee,n_s3plus_coffee,n_s4_coffee,n_s4plus_coffee,n_s5_coffee,average_agi,p_ge_d2,p_ge_d3,score_d,score_avg_d,p_ge_s2,p_ge_s2plus,p_ge_s3,p_ge_s3plus,p_ge_s4,p_ge_s4plus,score_s,score_avg_s,score_d_categories,n_breweries,p_breweries,p_ge_d2_breweries,p_ge_d3_breweries,score_d_breweries,n_burgers,p_burgers,p_ge_d2_burgers,p_ge_d3_burgers,score_d_burgers,n_grocery,p_grocery,p_ge_d2_grocery,p_ge_d3_grocery,score_d_grocery,n_sushi,p_sushi,p_ge_d2_sushi,p_ge_d3_sushi,score_d_sushi,n_coffee,p_coffee,p_ge_d2_coffee,p_ge_d3_coffee,score_d_coffee,n_bagels,p_bagels,p_ge_d2_bagels,p_ge_d3_bagels,score_d_bagels,n_wine_bars,p_wine_bars,p_ge_d2_wine_bars,p_ge_d3_wine_bars,score_d_wine_bars,n_steak,p_steak,p_ge_d2_steak,p_ge_d3_steak,score_d_steak,n_french,p_french,p_ge_d2_french,p_ge_d3_french,score_d_french,n_gourmet,p_gourmet,p_ge_d2_gourmet,p_ge_d3_gourmet,score_d_gourmet,score_s_categories,n_s_breweries,p_s_breweries,p_ge_s2_breweries,p_ge_s2plus_breweries,p_ge_s3_breweries,p_ge_s3plus_breweries,p_ge_s4_breweries,p_ge_s4plus_breweries,p_ge_s5_breweries,score_s_breweries,n_s_burgers,p_s_burgers,p_ge_s2_burgers,p_ge_s2plus_burgers,p_ge_s3_burgers,p_ge_s3plus_burgers,p_ge_s4_burgers,p_ge_s4plus_burgers,p_ge_s5_burgers,score_s_burgers,n_s_grocery,p_s_grocery,p_ge_s2_grocery,p_ge_s2plus_grocery,p_ge_s3_grocery,p_ge_s3plus_grocery,p_ge_s4_grocery,p_ge_s4plus_grocery,p_ge_s5_grocery,score_s_grocery,n_s_sushi,p_s_sushi,p_ge_s2_sushi,p_ge_s2plus_sushi,p_ge_s3_sushi,p_ge_s3plus_sushi,p_ge_s4_sushi,p_ge_s4plus_sushi,p_ge_s5_sushi,score_s_sushi,n_s_coffee,p_s_coffee,p_ge_s2_coffee,p_ge_s2plus_coffee,p_ge_s3_coffee,p_ge_s3plus_coffee,p_ge_s4_coffee,p_ge_s4plus_coffee,p_ge_s5_coffee,score_s_coffee,n_s_bagels,p_s_bagels,p_ge_s2_bagels,p_ge_s2plus_bagels,p_ge_s3_bagels,p_ge_s3plus_bagels,p_ge_s4_bagels,p_ge_s4plus_bagels,p_ge_s5_bagels,score_s_bagels,n_s_wine_bars,p_s_wine_bars,p_ge_s2_wine_bars,p_ge_s2plus_wine_bars,p_ge_s3_wine_bars,p_ge_s3plus_wine_bars,p_ge_s4_wine_bars,p_ge_s4plus_wine_bars,p_ge_s5_wine_bars,score_s_wine_bars,n_s_steak,p_s_steak,p_ge_s2_steak,p_ge_s2plus_steak,p_ge_s3_steak,p_ge_s3plus_steak,p_ge_s4_steak,p_ge_s4plus_steak,p_ge_s5_steak,score_s_steak,n_s_french,p_s_french,p_ge_s2_french,p_ge_s2plus_french,p_ge_s3_french,p_ge_s3plus_french,p_ge_s4_french,p_ge_s4plus_french,p_ge_s5_french,score_s_french,n_s_gourmet,p_s_gourmet,p_ge_s2_gourmet,p_ge_s2plus_gourmet,p_ge_s3_gourmet,p_ge_s3plus_gourmet,p_ge_s4_gourmet,p_ge_s4plus_gourmet,p_ge_s5_gourmet,score_s_gourmet
53216,869,352,478,33,6,80015,0,121,499,1976,7217,21458,28880,19302,562,4,0,0,0,1,3,1,0,1,2,0,1,0,6,0,0,0,7,13,3,5,7,1,0,2,18,5,1,26,32,0,0,1,19,0,0,45,24,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,3,2,0,1,0,0,0,1,1,6,11,4,0,0,0,0,0,1,2,6,4,0,0,0,0,0,0,6,14,5,1,0,2,2,3,8,21,14,8,0,0,0,0,1,1,12,2,4,0,0,0,0,3,6,13,23,19,5,32918,0.59,0.04,1431,1.65,1.0,0.99,0.97,0.88,0.61,0.25,308062.5,3.85,401,6,0.01,1.0,0.0,12,58,0.07,0.55,0.0,90,13,0.01,0.62,0.08,22,20,0.02,0.95,0.0,39,69,0.08,0.35,0.0,93,4,0.0,0.0,0.0,4,26,0.03,0.92,0.23,57,23,0.03,1.0,0.7,65,4,0.0,0.75,0.25,9,5,0.01,0.8,0.2,10,866.0,6,0.0,1.0,1.0,1.0,1.0,0.5,0.17,0,23.5,58,0.0,0.97,0.93,0.88,0.74,0.38,0.14,0,204.0,13,0.0,1.0,1.0,1.0,0.92,0.77,0.31,0,52.0,20,0.0,1.0,1.0,0.95,0.9,0.3,0.2,0,73.5,69,0.0,1.0,1.0,0.96,0.87,0.68,0.35,0,273.5,4,0.0,1.0,1.0,0.5,0.25,0.0,0.0,0,11.5,26,0.0,1.0,1.0,1.0,1.0,0.77,0.23,0,104.5,23,0.0,1.0,1.0,0.96,0.91,0.65,0.17,0,88.5,4,0.0,1.0,1.0,1.0,1.0,0.75,0.25,0,16.0,5,0.0,1.0,1.0,1.0,0.8,0.6,0.2,0,19.0
53223,284,139,140,5,0,9311,48,377,404,553,1548,2713,2462,1188,18,1,1,0,0,0,2,1,0,0,0,1,0,0,1,0,0,2,3,0,0,2,2,1,0,0,2,1,0,25,13,0,0,0,6,0,0,18,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,2,0,1,0,3,11,2,5,4,6,4,3,0,0,0,0,0,2,1,3,0,0,3,5,0,2,3,6,3,2,1,44916,0.51,0.02,434,1.53,0.95,0.91,0.85,0.69,0.39,0.13,32227.5,3.46,134,1,0.0,1.0,0.0,2,38,0.13,0.34,0.0,51,5,0.02,0.6,0.2,9,6,0.02,1.0,0.0,12,25,0.09,0.28,0.0,32,2,0.01,0.5,0.0,3,3,0.01,1.0,0.33,7,5,0.02,0.6,0.0,8,1,0.0,1.0,1.0,3,3,0.01,1.0,0.33,7,261.0,1,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,3.5,38,0.0,0.63,0.58,0.45,0.34,0.18,0.08,0,98.5,5,0.0,1.0,1.0,1.0,0.8,0.6,0.2,0,19.0,6,0.0,1.0,1.0,1.0,0.67,0.5,0.0,0,21.5,25,0.0,0.68,0.68,0.6,0.48,0.24,0.12,0,71.5,2,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,6.0,3,0.0,1.0,1.0,1.0,1.0,0.33,0.33,0,11.5,5,0.0,1.0,1.0,0.6,0.4,0.2,0.0,0,15.5,1,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,3.5,3,0.0,1.0,1.0,1.0,0.67,0.33,0.0,0,10.5
53225,92,48,44,0,0,2822,30,136,98,384,569,830,512,172,91,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,11,4,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,3,1,2,1,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,1,0,0,0,37615,0.48,0.0,136,1.48,0.94,0.91,0.77,0.57,0.27,0.09,9279.0,3.29,38,0,0.0,0.0,0.0,0,15,0.16,0.27,0.0,19,3,0.03,0.67,0.0,5,0,0.0,0.0,0.0,0,6,0.07,0.33,0.0,8,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,2,0.02,1.0,0.0,4,1,0.01,1.0,0.0,2,0,0.0,0.0,0.0,0,73.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,15,0.01,0.73,0.6,0.47,0.27,0.2,0.07,0,39.5,3,0.0,1.0,1.0,0.67,0.67,0.67,0.0,0,10.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6,0.0,0.5,0.33,0.33,0.17,0.0,0.0,0,12.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2,0.0,1.0,1.0,1.0,0.5,0.0,0.0,0,6.5,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
53228,650,329,308,13,0,27166,31,430,540,1734,3604,5970,8642,6055,160,5,0,0,0,1,4,1,0,0,0,0,0,0,1,0,0,0,7,5,0,1,4,1,0,0,5,2,0,54,21,0,0,1,10,0,0,32,24,1,0,0,0,0,3,0,0,1,0,1,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,6,1,1,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,2,1,3,1,2,11,10,7,18,15,7,5,0,0,0,0,0,1,3,6,1,0,0,10,6,7,7,9,10,7,1,61140,0.49,0.02,984,1.51,0.98,0.96,0.9,0.77,0.55,0.23,100413.5,3.7,276,1,0.0,1.0,0.0,2,75,0.12,0.28,0.0,96,6,0.01,0.83,0.17,12,11,0.02,0.91,0.0,21,57,0.09,0.44,0.02,83,5,0.01,0.0,0.0,5,7,0.01,1.0,0.29,16,12,0.02,1.0,0.42,29,0,0.0,0.0,0.0,0,6,0.01,0.83,0.17,12,566.0,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,4.0,75,0.0,0.83,0.69,0.6,0.36,0.16,0.07,0,213.0,6,0.0,1.0,1.0,1.0,1.0,0.5,0.17,0,23.0,11,0.0,1.0,1.0,1.0,0.91,0.64,0.09,0,42.0,57,0.0,0.82,0.72,0.6,0.47,0.32,0.14,0,173.5,5,0.0,1.0,1.0,0.4,0.4,0.4,0.2,0,16.5,7,0.0,1.0,1.0,1.0,1.0,0.71,0.57,0,29.5,12,0.0,1.0,1.0,0.92,0.67,0.17,0.08,0,41.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6,0.0,1.0,1.0,1.0,1.0,0.5,0.33,0,23.5
53233,725,332,357,29,7,62599,17,228,425,1278,4644,15663,24605,15277,462,1,0,0,0,0,0,0,0,1,0,0,1,0,5,0,0,0,2,11,3,5,4,0,0,1,14,4,1,23,21,0,0,0,12,0,0,41,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,4,8,4,0,0,0,0,0,0,2,3,4,0,0,0,0,0,1,5,9,5,0,1,5,3,4,6,11,12,2,0,0,0,0,1,0,7,1,3,0,0,4,2,6,4,5,17,14,6,22458,0.54,0.05,1161,1.6,1.0,0.99,0.97,0.89,0.64,0.25,242633.0,3.88,287,5,0.01,1.0,0.0,10,44,0.06,0.48,0.0,65,9,0.01,0.44,0.0,13,12,0.02,1.0,0.0,24,58,0.08,0.29,0.0,75,1,0.0,0.0,0.0,1,20,0.03,0.95,0.25,45,16,0.02,1.0,0.88,49,2,0.0,0.5,0.5,5,0,0.0,0.0,0.0,0,608.0,5,0.0,1.0,1.0,1.0,1.0,0.6,0.2,0,20.0,44,0.0,0.86,0.8,0.7,0.57,0.32,0.05,0,138.0,9,0.0,1.0,1.0,1.0,1.0,0.78,0.44,0,37.0,12,0.0,1.0,1.0,0.92,0.92,0.33,0.25,0,44.5,58,0.0,0.93,0.9,0.79,0.72,0.64,0.34,0,215.5,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,2.5,20,0.0,1.0,1.0,1.0,0.95,0.7,0.25,0,79.0,16,0.0,1.0,1.0,1.0,1.0,0.75,0.25,0,64.0,2,0.0,1.0,1.0,1.0,1.0,0.5,0.0,0,7.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
53235,207,95,107,4,1,12696,23,59,339,306,964,3030,4766,3109,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,2,2,0,0,8,9,0,0,0,2,0,0,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,3,0,0,0,1,2,3,1,2,7,1,0,0,0,0,0,0,0,0,1,1,0,0,1,3,1,1,5,5,2,0,50371,0.54,0.02,325,1.57,0.99,0.97,0.94,0.87,0.63,0.25,48606.0,3.83,72,1,0.0,1.0,0.0,2,17,0.08,0.53,0.0,26,2,0.01,1.0,0.0,4,2,0.01,1.0,0.0,4,18,0.09,0.33,0.0,24,0,0.0,0.0,0.0,0,4,0.02,0.5,0.0,6,2,0.01,1.0,1.0,6,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,146.5,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,3.0,17,0.0,0.82,0.65,0.59,0.47,0.06,0.0,0,47.0,2,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,8.0,2,0.0,1.0,1.0,1.0,1.0,1.0,0.5,0,8.5,18,0.0,0.94,0.78,0.72,0.67,0.39,0.11,0,59.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,4,0.0,1.0,1.0,1.0,0.75,0.0,0.0,0,13.5,2,0.0,1.0,1.0,1.0,0.5,0.5,0.0,0,7.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
53403,107,63,42,1,1,2860,24,15,14,119,465,576,666,908,73,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,0,0,1,0,0,8,4,0,0,1,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,1,0,4,5,0,0,0,0,0,0,2,0,0,0,0,2,0,0,1,0,0,0,2,0,51516,0.41,0.02,154,1.44,0.99,0.98,0.94,0.78,0.58,0.34,10898.0,3.81,37,0,0.0,0.0,0.0,0,12,0.11,0.33,0.0,16,1,0.01,0.0,0.0,1,2,0.02,0.5,0.0,3,5,0.05,0.0,0.0,5,0,0.0,0.0,0.0,0,1,0.01,1.0,0.0,2,5,0.05,0.6,0.2,9,0,0.0,0.0,0.0,0,1,0.01,0.0,0.0,1,89.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,12,0.0,0.83,0.83,0.75,0.75,0.42,0.0,0,38.5,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,5.0,2,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,6.0,5,0.0,0.6,0.6,0.4,0.4,0.4,0.4,0,13.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,3.5,5,0.0,1.0,1.0,1.0,0.6,0.6,0.2,0,18.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,4.5
53405,142,81,57,3,1,3783,17,119,24,353,558,704,975,986,47,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,1,0,0,13,5,0,0,1,1,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,1,2,0,5,4,1,0,0,0,0,0,2,0,0,0,0,2,1,0,1,0,3,1,3,0,48558,0.43,0.03,208,1.46,0.96,0.96,0.86,0.72,0.53,0.27,13836.0,3.66,54,0,0.0,0.0,0.0,0,18,0.13,0.28,0.0,23,0,0.0,0.0,0.0,0,2,0.01,0.5,0.0,3,11,0.08,0.09,0.0,12,0,0.0,0.0,0.0,0,1,0.01,1.0,0.0,2,6,0.04,0.83,0.33,13,0,0.0,0.0,0.0,0,1,0.01,0.0,0.0,1,119.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,18,0.0,0.72,0.67,0.56,0.56,0.28,0.06,0,51.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,6.0,11,0.0,0.73,0.73,0.64,0.64,0.36,0.27,0,34.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,3.5,6,0.0,1.0,1.0,0.83,0.33,0.33,0.17,0,20.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,4.5
53406,369,221,139,6,3,12232,27,190,105,820,2097,2686,3667,2520,120,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,7,3,0,2,1,0,0,0,3,0,0,33,16,0,1,1,2,0,0,23,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,4,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,1,1,0,3,7,3,7,5,10,12,3,0,0,0,0,0,2,0,1,0,0,2,4,1,4,0,4,4,8,2,59060,0.4,0.02,529,1.43,0.98,0.97,0.91,0.74,0.52,0.22,44872.0,3.67,149,1,0.0,1.0,0.0,2,50,0.14,0.34,0.02,69,3,0.01,0.33,0.0,4,3,0.01,0.67,0.0,5,29,0.08,0.21,0.03,37,0,0.0,0.0,0.0,0,3,0.01,1.0,0.0,6,12,0.03,0.83,0.25,25,0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,1,327.5,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,4.0,50,0.0,0.8,0.74,0.6,0.5,0.3,0.06,0,148.5,3,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,14.0,3,0.0,1.0,1.0,1.0,0.33,0.33,0.0,0,10.0,29,0.0,0.79,0.76,0.62,0.62,0.48,0.34,0,96.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3,0.0,1.0,1.0,1.0,1.0,0.67,0.33,0,12.0,12,0.0,1.0,0.92,0.75,0.42,0.25,0.08,0,38.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,4.5
53505,184,111,71,1,1,3486,0,48,95,234,280,1017,1242,450,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,1,1,0,0,21,4,0,0,0,3,0,0,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,2,1,5,3,5,6,2,1,0,0,0,0,1,1,1,0,0,0,3,2,2,3,1,3,1,1,53157,0.4,0.01,260,1.41,0.99,0.96,0.89,0.81,0.52,0.16,12839.5,3.68,75,0,0.0,0.0,0.0,0,25,0.14,0.16,0.0,29,1,0.01,0.0,0.0,1,3,0.02,1.0,0.0,6,16,0.09,0.38,0.0,22,0,0.0,0.0,0.0,0,2,0.01,0.5,0.0,3,7,0.04,1.0,0.0,14,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,179.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,25,0.01,0.92,0.88,0.68,0.56,0.36,0.12,0,82.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,5.0,3,0.0,1.0,1.0,1.0,0.67,0.33,0.0,0,10.5,16,0.0,0.81,0.69,0.56,0.38,0.31,0.12,0,47.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2,0.0,1.0,1.0,1.0,1.0,0.5,0.0,0,7.5,7,0.0,1.0,1.0,1.0,0.86,0.57,0.14,0,26.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
53522,36,20,16,0,0,531,0,0,0,33,54,41,174,215,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,49954,0.44,0.0,52,1.44,1.0,1.0,0.94,0.84,0.76,0.43,2121.5,4.0,11,0,0.0,0.0,0.0,0,5,0.14,0.2,0.0,6,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,4,0.11,0.25,0.0,5,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,36.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,5,0.01,1.0,1.0,1.0,0.8,0.8,0.6,0,21.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,4,0.01,1.0,1.0,1.0,0.5,0.5,0.25,0,14.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
53525,184,108,73,2,1,3558,0,53,66,228,410,829,1426,450,96,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,0,0,1,0,0,16,3,0,0,0,3,0,0,9,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,2,4,0,4,4,2,1,0,0,0,0,0,0,3,0,0,0,3,2,4,0,0,4,0,1,59958,0.41,0.02,264,1.43,0.99,0.97,0.9,0.79,0.55,0.15,13122.0,3.69,64,0,0.0,0.0,0.0,0,19,0.1,0.16,0.0,22,1,0.01,0.0,0.0,1,3,0.02,1.0,0.0,6,14,0.08,0.36,0.0,19,1,0.01,0.0,0.0,1,1,0.01,1.0,0.0,2,6,0.03,1.0,0.17,13,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,147.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,19,0.01,0.89,0.79,0.58,0.58,0.37,0.16,0,61.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,5.0,3,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,12.0,14,0.0,0.79,0.64,0.36,0.36,0.36,0.07,0,39.5,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,4.0,1,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,3.5,6,0.0,1.0,1.0,1.0,0.67,0.5,0.17,0,22.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
