zipcode,n_business,n_d1,n_d2,n_d3,n_d4,n_review,n_s1,n_s1plus,n_s2,n_s2plus,n_s3,n_s3plus,n_s4,n_s4plus,n_s5,n_d1_bagels,n_d2_bagels,n_d3_bagels,n_d4_bagels,n_d1_gourmet,n_d2_gourmet,n_d3_gourmet,n_d4_gourmet,n_d1_french,n_d2_french,n_d3_french,n_d4_french,n_d1_breweries,n_d2_breweries,n_d3_breweries,n_d4_breweries,n_d1_steak,n_d2_steak,n_d3_steak,n_d4_steak,n_d1_grocery,n_d2_grocery,n_d3_grocery,n_d4_grocery,n_d1_wine_bars,n_d2_wine_bars,n_d3_wine_bars,n_d4_wine_bars,n_d1_burgers,n_d2_burgers,n_d3_burgers,n_d4_burgers,n_d1_sushi,n_d2_sushi,n_d3_sushi,n_d4_sushi,n_d1_coffee,n_d2_coffee,n_d3_coffee,n_d4_coffee,n_s1_bagels,n_s1plus_bagels,n_s2_bagels,n_s2plus_bagels,n_s3_bagels,n_s3plus_bagels,n_s4_bagels,n_s4plus_bagels,n_s5_bagels,n_s1_gourmet,n_s1plus_gourmet,n_s2_gourmet,n_s2plus_gourmet,n_s3_gourmet,n_s3plus_gourmet,n_s4_gourmet,n_s4plus_gourmet,n_s5_gourmet,n_s1_french,n_s1plus_french,n_s2_french,n_s2plus_french,n_s3_french,n_s3plus_french,n_s4_french,n_s4plus_french,n_s5_french,n_s1_breweries,n_s1plus_breweries,n_s2_breweries,n_s2plus_breweries,n_s3_breweries,n_s3plus_breweries,n_s4_breweries,n_s4plus_breweries,n_s5_breweries,n_s1_steak,n_s1plus_steak,n_s2_steak,n_s2plus_steak,n_s3_steak,n_s3plus_steak,n_s4_steak,n_s4plus_steak,n_s5_steak,n_s1_grocery,n_s1plus_grocery,n_s2_grocery,n_s2plus_grocery,n_s3_grocery,n_s3plus_grocery,n_s4_grocery,n_s4plus_grocery,n_s5_grocery,n_s1_wine_bars,n_s1plus_wine_bars,n_s2_wine_bars,n_s2plus_wine_bars,n_s3_wine_bars,n_s3plus_wine_bars,n_s4_wine_bars,n_s4plus_wine_bars,n_s5_wine_bars,n_s1_burgers,n_s1plus_burgers,n_s2_burgers,n_s2plus_burgers,n_s3_burgers,n_s3plus_burgers,n_s4_burgers,n_s4plus_burgers,n_s5_burgers,n_s1_sushi,n_s1plus_sushi,n_s2_sushi,n_s2plus_sushi,n_s3_sushi,n_s3plus_sushi,n_s4_sushi,n_s4plus_sushi,n_s5_sushi,n_s1_coffee,n_s1plus_coffee,n_s2_coffee,n_s2plus_coffee,n_s3_coffee,n_s3plus_coffee,n_s4_coffee,n_s4plus_coffee,n_s5_coffee,average_agi,p_ge_d2,p_ge_d3,score_d,score_avg_d,p_ge_s2,p_ge_s2plus,p_ge_s3,p_ge_s3plus,p_ge_s4,p_ge_s4plus,score_s,score_avg_s,score_d_categories,n_breweries,p_breweries,p_ge_d2_breweries,p_ge_d3_breweries,score_d_breweries,n_burgers,p_burgers,p_ge_d2_burgers,p_ge_d3_burgers,score_d_burgers,n_grocery,p_grocery,p_ge_d2_grocery,p_ge_d3_grocery,score_d_grocery,n_sushi,p_sushi,p_ge_d2_sushi,p_ge_d3_sushi,score_d_sushi,n_coffee,p_coffee,p_ge_d2_coffee,p_ge_d3_coffee,score_d_coffee,n_bagels,p_bagels,p_ge_d2_bagels,p_ge_d3_bagels,score_d_bagels,n_wine_bars,p_wine_bars,p_ge_d2_wine_bars,p_ge_d3_wine_bars,score_d_wine_bars,n_steak,p_steak,p_ge_d2_steak,p_ge_d3_steak,score_d_steak,n_french,p_french,p_ge_d2_french,p_ge_d3_french,score_d_french,n_gourmet,p_gourmet,p_ge_d2_gourmet,p_ge_d3_gourmet,score_d_gourmet,score_s_categories,n_s_breweries,p_s_breweries,p_ge_s2_breweries,p_ge_s2plus_breweries,p_ge_s3_breweries,p_ge_s3plus_breweries,p_ge_s4_breweries,p_ge_s4plus_breweries,p_ge_s5_breweries,score_s_breweries,n_s_burgers,p_s_burgers,p_ge_s2_burgers,p_ge_s2plus_burgers,p_ge_s3_burgers,p_ge_s3plus_burgers,p_ge_s4_burgers,p_ge_s4plus_burgers,p_ge_s5_burgers,score_s_burgers,n_s_grocery,p_s_grocery,p_ge_s2_grocery,p_ge_s2plus_grocery,p_ge_s3_grocery,p_ge_s3plus_grocery,p_ge_s4_grocery,p_ge_s4plus_grocery,p_ge_s5_grocery,score_s_grocery,n_s_sushi,p_s_sushi,p_ge_s2_sushi,p_ge_s2plus_sushi,p_ge_s3_sushi,p_ge_s3plus_sushi,p_ge_s4_sushi,p_ge_s4plus_sushi,p_ge_s5_sushi,score_s_sushi,n_s_coffee,p_s_coffee,p_ge_s2_coffee,p_ge_s2plus_coffee,p_ge_s3_coffee,p_ge_s3plus_coffee,p_ge_s4_coffee,p_ge_s4plus_coffee,p_ge_s5_coffee,score_s_coffee,n_s_bagels,p_s_bagels,p_ge_s2_bagels,p_ge_s2plus_bagels,p_ge_s3_bagels,p_ge_s3plus_bagels,p_ge_s4_bagels,p_ge_s4plus_bagels,p_ge_s5_bagels,score_s_bagels,n_s_wine_bars,p_s_wine_bars,p_ge_s2_wine_bars,p_ge_s2plus_wine_bars,p_ge_s3_wine_bars,p_ge_s3plus_wine_bars,p_ge_s4_wine_bars,p_ge_s4plus_wine_bars,p_ge_s5_wine_bars,score_s_wine_bars,n_s_steak,p_s_steak,p_ge_s2_steak,p_ge_s2plus_steak,p_ge_s3_steak,p_ge_s3plus_steak,p_ge_s4_steak,p_ge_s4plus_steak,p_ge_s5_steak,score_s_steak,n_s_french,p_s_french,p_ge_s2_french,p_ge_s2plus_french,p_ge_s3_french,p_ge_s3plus_french,p_ge_s4_french,p_ge_s4plus_french,p_ge_s5_french,score_s_french,n_s_gourmet,p_s_gourmet,p_ge_s2_gourmet,p_ge_s2plus_gourmet,p_ge_s3_gourmet,p_ge_s3plus_gourmet,p_ge_s4_gourmet,p_ge_s4plus_gourmet,p_ge_s5_gourmet,score_s_gourmet
53916,40,20,19,1,0,633,0,5,44,5,99,151,136,186,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,1,0,0,0,0,0,0,2,2,0,0,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,2,0,51432,0.5,0.02,61,1.52,0.99,0.92,0.91,0.76,0.52,0.3,2349.5,3.71,25,0,0.0,0.0,0.0,0,4,0.1,0.5,0.0,6,2,0.05,0.5,0.0,3,1,0.02,1.0,0.0,2,4,0.1,0.5,0.25,7,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,4,0.1,0.75,0.0,7,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,46.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,4,0.01,0.75,0.25,0.25,0.25,0.25,0.25,0,10.0,2,0.0,1.0,1.0,1.0,0.5,0.5,0.0,0,7.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,4.5,4,0.01,0.75,0.5,0.5,0.5,0.5,0.5,0,12.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,4,0.01,1.0,0.75,0.75,0.25,0.25,0.25,0,12.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
53922,73,38,34,1,0,919,1,5,61,5,125,211,236,268,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,1,0,0,0,0,0,0,7,3,0,0,0,1,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,1,2,2,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,2,3,0,55012,0.48,0.01,109,1.49,0.99,0.93,0.92,0.79,0.56,0.3,3441.5,3.74,40,0,0.0,0.0,0.0,0,10,0.14,0.3,0.0,13,2,0.03,0.5,0.0,3,1,0.01,1.0,0.0,2,8,0.11,0.5,0.12,13,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,5,0.07,0.8,0.0,9,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,85.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,10,0.01,0.9,0.6,0.6,0.5,0.4,0.2,0,31.0,2,0.0,1.0,1.0,1.0,0.5,0.5,0.0,0,7.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,4.5,8,0.01,0.88,0.62,0.62,0.62,0.62,0.38,0,27.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,5,0.01,1.0,0.8,0.8,0.4,0.2,0.2,0,16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
53931,51,23,26,2,0,882,2,0,29,18,45,301,154,305,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,2,49470,0.55,0.04,81,1.59,1.0,0.96,0.94,0.89,0.55,0.38,3422.0,3.88,26,1,0.02,1.0,0.0,2,9,0.18,0.22,0.0,11,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,7,0.14,0.43,0.0,10,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,1,0.02,1.0,1.0,3,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,63.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,4.5,9,0.01,1.0,0.67,0.56,0.56,0.33,0.0,0,27.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,7,0.01,1.0,0.71,0.71,0.71,0.71,0.57,0,27.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
53944,103,44,55,4,0,7523,4,49,162,514,560,2624,2809,705,96,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,0,0,0,0,0,0,0,1,0,3,6,0,0,0,1,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2,1,1,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,3,0,1,0,0,43282,0.57,0.04,166,1.61,0.99,0.97,0.9,0.83,0.48,0.11,27439.0,3.65,45,1,0.01,1.0,0.0,2,9,0.09,0.67,0.0,15,0,0.0,0.0,0.0,0,1,0.01,1.0,0.0,2,6,0.06,0.33,0.0,8,0,0.0,0.0,0.0,0,1,0.01,1.0,1.0,3,6,0.06,1.0,0.5,15,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,75.0,1,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,3.5,9,0.0,0.89,0.78,0.56,0.44,0.33,0.0,0,26.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,4.0,6,0.0,0.83,0.83,0.67,0.17,0.17,0.0,0,16.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,4.0,6,0.0,1.0,1.0,0.83,0.67,0.33,0.0,0,20.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
54003,9,4,5,0,0,144,0,0,0,0,4,47,28,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62016,0.56,0.0,14,1.56,1.0,1.0,1.0,0.97,0.65,0.45,581.5,4.04,4,1,0.11,1.0,0.0,2,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,1,0.11,1.0,0.0,2,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,8.5,1,0.01,1.0,1.0,1.0,1.0,1.0,1.0,0,4.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1,0.01,1.0,1.0,1.0,1.0,1.0,0.0,0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
54025,74,24,45,5,0,2999,3,0,54,252,142,834,1013,700,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,3,3,0,0,0,1,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,2,3,0,66171,0.68,0.07,129,1.74,1.0,0.98,0.9,0.85,0.57,0.23,11293.0,3.77,34,0,0.0,0.0,0.0,0,6,0.08,0.5,0.0,9,0,0.0,0.0,0.0,0,1,0.01,1.0,0.0,2,8,0.11,0.5,0.12,13,0,0.0,0.0,0.0,0,4,0.05,1.0,0.5,10,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,74.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6,0.0,1.0,1.0,1.0,1.0,0.5,0.17,0,23.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,4.0,8,0.0,1.0,1.0,0.88,0.88,0.62,0.38,0,31.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,4,0.0,1.0,1.0,1.0,0.75,0.75,0.5,0,16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
54082,237,88,139,9,1,10161,10,35,187,644,1935,3090,2528,1682,50,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,3,0,0,0,5,2,0,12,10,0,0,0,7,0,0,9,16,1,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,2,3,0,0,1,0,6,5,7,3,0,0,0,0,0,0,4,0,2,1,0,0,1,0,1,4,5,9,5,2,95387,0.63,0.04,397,1.68,1.0,0.98,0.91,0.72,0.42,0.17,36597.5,3.6,125,1,0.0,0.0,0.0,1,22,0.09,0.45,0.0,32,4,0.02,0.75,0.0,7,7,0.03,1.0,0.0,14,27,0.11,0.67,0.07,48,3,0.01,0.67,0.0,5,7,0.03,1.0,0.29,16,1,0.0,1.0,0.0,2,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,252.5,1,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,3.5,22,0.0,0.95,0.95,0.68,0.45,0.14,0.0,0,68.0,4,0.0,1.0,1.0,0.75,0.75,0.5,0.25,0,14.5,7,0.0,1.0,1.0,1.0,0.43,0.43,0.14,0,24.5,27,0.0,0.96,0.96,0.93,0.78,0.59,0.26,0,102.0,3,0.0,1.0,0.67,0.67,0.67,0.0,0.0,0,9.0,7,0.0,1.0,1.0,1.0,0.86,0.71,0.43,0,28.0,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
54115,227,93,126,8,0,7138,18,46,31,256,1037,1982,2035,1623,110,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,4,0,0,10,9,0,0,0,3,2,0,12,8,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,3,0,1,4,4,5,1,0,0,0,0,1,0,3,0,1,0,1,2,0,1,1,2,5,7,1,82968,0.59,0.04,369,1.63,0.99,0.99,0.95,0.81,0.53,0.24,26830.5,3.76,94,0,0.0,0.0,0.0,0,19,0.08,0.47,0.0,28,0,0.0,0.0,0.0,0,5,0.02,1.0,0.4,12,20,0.09,0.4,0.0,28,3,0.01,0.0,0.0,3,5,0.02,0.8,0.0,9,7,0.03,1.0,0.0,14,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,209.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,19,0.0,0.79,0.79,0.74,0.53,0.32,0.05,0,58.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,5,0.0,1.0,1.0,0.8,0.8,0.2,0.2,0,17.5,20,0.0,0.85,0.85,0.8,0.75,0.65,0.4,0,73.0,3,0.0,1.0,1.0,1.0,1.0,1.0,0.67,0,13.0,5,0.0,1.0,1.0,1.0,1.0,0.8,0.4,0,21.0,7,0.0,1.0,1.0,1.0,1.0,0.29,0.14,0,26.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
54130,109,51,53,5,0,1736,33,2,27,179,332,222,635,285,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,7,4,0,0,0,3,0,0,8,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,2,0,3,1,0,0,0,0,0,0,0,3,0,0,0,0,1,4,0,0,3,2,0,66895,0.53,0.05,172,1.58,0.98,0.96,0.86,0.67,0.54,0.18,6238.0,3.59,45,0,0.0,0.0,0.0,0,11,0.1,0.36,0.0,15,0,0.0,0.0,0.0,0,3,0.03,1.0,0.0,6,10,0.09,0.2,0.0,12,1,0.01,0.0,0.0,1,0,0.0,0.0,0.0,0,5,0.05,1.0,0.2,11,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,98.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,11,0.01,0.91,0.82,0.55,0.36,0.36,0.09,0,33.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,12.0,10,0.01,1.0,0.9,0.5,0.5,0.5,0.2,0,33.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,5,0.0,1.0,1.0,1.0,1.0,0.2,0.2,0,18.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
54136,85,39,44,2,0,1686,32,2,27,174,249,300,528,364,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,6,3,0,0,0,3,0,0,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,0,2,1,0,0,0,0,0,0,1,2,0,0,0,0,1,4,0,0,1,2,0,50219,0.54,0.02,133,1.56,0.98,0.96,0.86,0.71,0.53,0.22,6121.0,3.63,35,0,0.0,0.0,0.0,0,9,0.11,0.33,0.0,12,0,0.0,0.0,0.0,0,3,0.04,1.0,0.0,6,8,0.09,0.12,0.0,9,1,0.01,0.0,0.0,1,0,0.0,0.0,0.0,0,3,0.04,1.0,0.33,7,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,76.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,9,0.01,0.89,0.78,0.44,0.33,0.33,0.11,0,26.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3,0.0,1.0,1.0,1.0,1.0,0.67,0.0,0,11.5,8,0.0,1.0,0.88,0.38,0.38,0.38,0.25,0,25.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3,0.0,1.0,1.0,1.0,1.0,0.33,0.33,0,11.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
54166,31,11,19,1,0,351,0,0,10,17,25,24,228,41,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,48525,0.65,0.03,52,1.68,1.0,0.97,0.92,0.85,0.78,0.13,1348.0,3.84,11,0,0.0,0.0,0.0,0,2,0.06,0.5,0.0,3,0,0.0,0.0,0.0,0,1,0.03,1.0,0.0,2,2,0.06,0.5,0.0,3,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,1,0.03,1.0,0.0,2,0,0.0,0.0,0.0,0,1,0.03,0.0,0.0,1,29.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2,0.01,1.0,1.0,1.0,1.0,1.0,0.0,0,8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,4.5,2,0.01,1.0,1.0,1.0,1.0,1.0,0.5,0,8.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,4.0
54212,85,21,55,9,0,6030,0,0,18,72,391,1385,2373,1559,232,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,5,0,0,1,3,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,3,1,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3,6,73080,0.75,0.11,158,1.86,1.0,1.0,0.99,0.92,0.69,0.3,23904.0,3.96,53,0,0.0,0.0,0.0,0,4,0.05,0.75,0.0,7,3,0.04,1.0,0.0,6,0,0.0,0.0,0.0,0,12,0.14,0.33,0.0,16,0,0.0,0.0,0.0,0,5,0.06,1.0,0.0,10,4,0.05,1.0,1.0,12,0,0.0,0.0,0.0,0,1,0.01,1.0,0.0,2,121.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,4,0.0,1.0,1.0,1.0,0.75,0.5,0.0,0,14.5,3,0.0,1.0,1.0,1.0,1.0,0.67,0.67,0,12.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,12,0.0,1.0,0.92,0.92,0.92,0.92,0.75,0,53.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,5,0.0,1.0,1.0,1.0,1.0,0.8,0.2,0,20.0,4,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,4.5
